objectid,parentid,format,display_template,object_location,title,date,date_created,description,category,image_small,image_thumb
11ccp,,image/jpeg,image,objects/11ccp.jpg,"KAET-TV Public Programming, 1960s",1961,1961,"KAET-TV Public Programming 1960s UP UPC ASUD K33 #9 KAET-TV's first broadcast from ASU in 1961 was commercial-free educational programming. The programs included tele-courses for credit; studio cultural programs; and educational and cultural films on video that would reach 50% of the Arizona population, 25 hours a week. KAET was the 52nd educational channel in the United States. Public television continues to be a significant community collaboration for ASU, opening a door to diverse cultural experiences. KAET-TV Public Programming 1960s UP UPC ASUD K33 #9 For more information on KAET-TV, please visit:http://www.kaet.asu.edu/","Community, Collaboration and Partnership",/objects/small/11ccp_sm.jpg,/objects/thumbs/11ccp_th.jpg
11land,,image/jpeg,image,objects/11land.jpg,"Aerial view, 1919",1913,1913-1972,"The first aerial view shows the original 20 acres (lower half of photograph) with lush landscape, bordered by what is now known as Palm Walk (note the palms planted by President Matthews in 1916) and College Avenue. The buildings include East Hall, 1903; Aerial view of the campus toward the west 1919 UP UPC ASUB A355 1910s #2 Krause Dining Hall, 1919; Alpha Hall (lower), 1902; Blome Training School (upper), 1906; Old Main (upper), 1898; President's Cottage (lower), 1907; Auditorium, (upper) 1909; Science Building (middle) 1908; and the Infirmary (lower) 1916. An additional 45 acres in the upper half of the photograph includes South Hall, 1913; North Hall, 1914; Matthews Hall, 1918; Second Heating Plant (upper), 1917; and the Industrial Arts Building (now Anthropology), 1914. Architects created a home-like atmosphere for younger women with the construction of South Hall (1913-1972) that accommodated 34 freshmen and sophomores. The architects for this project were Royal W. Lescher and John Rinder Kibbey. North Hall (1914-1972) was the last of the dormitories of the period built for female students. After West Hall was built in 1936, these four buildings became known as the Quad. The architect for this building was L.G. Knipe. East Hall, Alpha Hall, Blome Training School, Krause Hall, South and North Hall, the Infirmary and the Auditorium have been razed. For more information about ASU campus buildings and facilities, please visit: http://www.fm.asu.edu/planning.htm .",Landmarks,/objects/small/11land_sm.jpg,/objects/thumbs/11land_th.jpg
11lead,,image/jpeg,image,objects/11lead.jpg,"President Swetman, 1930-1933",1930,1930-1933,"Eighth President Ralph Waldo Swetman 1930-1933 UP UPC ASUP Swetman, Ralph Waldo In his three years as president, Ralph W. Swetman saw the student population double, from 532 to at least 1,000. He challenged both students and faculty to set high academic standards for themselves, believing that ""good thinking today is best preparation for tomorrow."" Swetman was instrumental in the development of a strong teacher training program at the college. He felt that an education should be affordable to all students in the state, and attempted to make the college a student-centered institution. In 1932, Swetman conceived the possibility of a self-supported summer session - now one of the largest in the country.",Landmarks,/objects/small/11lead_sm.jpg,/objects/thumbs/11lead_th.jpg
11research,,image/jpeg,image,objects/11research.jpg,"Phoenix Gazette article about Hayden Library, 11/29/66",1966,1966,"Academic Freedom - Research Charles Trumbull Hayden Library opened in 1966 as the first building dedicated to library holdings and research service. The collections supported all the university academic programs. When the 205,000 square feet of space for the collections and the student study spaces reached its limit, reading rooms opened in other colleges, which eventually became five additional library branches on the main campus. Charles Trumbull Hayden Library 11/29/66 Phoenix Gazette UE ASU Info File 1129 Today, Hayden Library houses materials in the humanities, social sciences and special collections. An addition was opened in 1989, adding 1500 seats and shelving for an additional 375,000 volumes.",Academic Freedom - Research,/objects/small/11research_sm.jpg,/objects/thumbs/11research_th.jpg
11stor,,image/jpeg,image,objects/11stor.jpg,"Jazz Band, 1923",1923,1923,The Jazz Band 131.15 v.11 1923 Sahuaro Yearbook,Campus Lives - Student Organizations,/objects/small/11stor_sm.jpg,/objects/thumbs/11stor_th.jpg
12casc,,,compound_object,,"Lantern Walk Rules, 1929",1929,1929,"Lantern Walk Rules, 1929",Campus Lives - Campus Scenes,/objects/small/12acasc_sm.jpg,/objects/thumbs/12acasc_th.jpg
12Acasc,12casc,image/jpeg,image,objects/12Acasc.jpg,"Lantern Walk Rules (page 1), 1929",1929,1929,,,/objects/small/12acasc_sm.jpg,/objects/thumbs/12acasc_th.jpg
12Bcasc,12casc,image/jpeg,image,objects/12Bcasc.jpg,"Lantern Walk Rules (page 2), 1929",1929,1929,,,/objects/small/12bcasc_sm.jpg,/objects/thumbs/12bcasc_th.jpg
12acpro,,image/jpeg,image,objects/12acpro.jpg,"Normal Report Biennial Report to 23rd Legislature, 1902-03 and 1903-04",1902,1902,Normal Report Biennial Report to 23rd Legislature 1902-03 and 1903-04 2.2 An 78,Academic Freedom - Academic Programs,/objects/small/12acpro_sm.jpg,/objects/thumbs/12acpro_th.jpg
12athlet,,image/jpeg,image,objects/12athlet.jpg,"Normal Women's Basketball Team with Coach Frederick Irish, 1907",1907,1907,"Normal Women's Basketball Team with Coach Frederick Irish 1907 Photographer: Hartwell UP UPC ASUA B388 1900s #9 The basketball team was firmly established in 1904 with the assistance of the Young Men's Amusement Club, who funded the team's new uniforms. Mr. Irish coached the team and they advanced quickly to a challenge off campus with the Phoenix High School team. The team played locally until the late 1930's. When women's intercollegiate basketball resurfaced in the 1970's, it competed at a national level. In addition to women's basketball coach, Frederick M. Irish was the science teacher, the first football coach, organized the Cadet Company and was the first Registrar. He served ASU from 1896 to 1940. Irish Hall is named for him. For more information on Women's Basketball, please visit: http://thesundevils.fansonly.com/sports/w-baskbl/asu-w-baskbl-body.html",Campus Lives - Athletes,/objects/small/12athlet_sm.jpg,/objects/thumbs/12athlet_th.jpg
12ccp,,image/jpeg,image,objects/12ccp.jpg,"Peace Corps, 1962",1962,1962,"Peace Corps 1962 UP UPC ASUD P42 # 20 Two Peace Corps groups were trained at ASU in 1962. As part of their training, the students worked at the Gila River Community. Today, ASU continues to train Peace Corps members, offering a Peace Corp Master's International Program. Peace Corps 1962 UP UPC ASUD P42 # 20 For more information about the program, please visit http://www.east.asu.edu/msabr/peacecorp/ .","Community, Collaboration and Partnership",/objects/small/12ccp_sm.jpg,/objects/thumbs/12ccp_th.jpg
12land,,image/jpeg,image,objects/12land.jpg,"Plat of the campus, 1920s",1920,1920s,Plat of the campus 1920s UP UPC ASUB C355,Landmarks,/objects/small/12land_sm.jpg,/objects/thumbs/12land_th.jpg
12lead,,image/jpeg,image,objects/12lead.jpg,"Swetman article, Arizona Republic, August 26, 1932",1932,1932,"Ralph Waldo Swetman Arizona Republic August 26, 1932 UE ASU INFO Swetman, Ralph Waldo",ASU Library:,/objects/small/12lead_sm.jpg,/objects/thumbs/12lead_th.jpg
12research,,image/jpeg,image,objects/12research.jpg,"Key Punch Book Checkout, Hayden Library, 1960s",1960,1960s,"Academic Freedom - Research For more information about Hayden Library, please visit:http://www.asu.edu/lib/hayden/ Key Punch Book Checkout, Hayden Library Kay Ridenour, Alphonso Soliz, Mrs. Matalene Robertson 1960s ASUB H394 #120",ASU Library:,/objects/small/12research_sm.jpg,/objects/thumbs/12research_th.jpg
12stor,,image/jpeg,image,objects/12stor.jpg,"Hiking Club, 1920s",1920,1920s,"Hiking Club A breakfast hike to A Mountain with Mr. Fredrick M. Irish, overlooking Mill Avenue and Tempe. 1920s UP UPC ASUD C34 #8",Campus Lives - Student Organizations,/objects/small/12stor_sm.jpg,/objects/thumbs/12stor_th.jpg
13ccp,,,compound_object,,Rio Salado brochure,1966,ca. 1966,"Rio Salado brochure, front Back of brochure ca. 1966 CE EPH Q-258 In the fall of 1966, ASU architecture students under the direction of Professor James Elmore designed a plan that combined flood control with environmental design to convert the Salt River into a valuable asset to the Phoenix metropolitan area. The Rio Salado Project, as it was named, extended over thirty-eight miles from Granite Reef Dam to the Gila River. ""Tempe Rio Salado"" is a plan for converting several miles of dry river bed into an urban park, extending from 48th Street to Price Road, along the Salt River.","Community, Collaboration and Partnership",/objects/small/13accp_sm.jpg,/objects/thumbs/13accp_th.jpg
13accp,13ccp,image/jpeg,image,objects/13accp.jpg,"Rio Salado Project, ca. 1966",,,,,/objects/small/13accp_sm.jpg,/objects/thumbs/13accp_th.jpg
13athlet,,image/jpeg,image,objects/13athlet.jpg,"ASU Women's Basketball Team, 1970s",1970,1970s,ASU Women's Basketball Team 1970s UP UPC ASUA B388 1970s #1,Campus Lives - Athletes,/objects/small/13athlet_sm.jpg,/objects/thumbs/13athlet_th.jpg
13bccp,13ccp,image/jpeg,image,objects/13bccp.jpg,"Rio Salado brochure, back",,,"Rio Salado brochure, back Front of brochure","Community, Collaboration and Partnership",/objects/small/13bccp_sm.jpg,/objects/thumbs/13bccp_th.jpg
13casc,,image/jpeg,image,objects/13casc.jpg,"Students from South Hall Women's Dormitory, 1933-34",1933,1933,Students from South Hall Women's Dormitory 1933-34 South Hall Women's Dormitory Scrapbook ACC# 93-1086,Campus Lives - Campus Scenes,/objects/small/13casc_sm.jpg,/objects/thumbs/13casc_th.jpg
13land,,image/jpeg,image,objects/13land.jpg,"Aerial of the campus, 1928",1928,1928,"Aerial of the campus toward the northeast 1928 CP MCL 99174 The San Pablo community, also known as Old Town, was located at the foot of Tempe Butte. The structure located just south of the college was the new, enclosed men's gymnasium. Tempe farmland dominated the area.",Landmarks,/objects/small/13land_sm.jpg,/objects/thumbs/13land_th.jpg
13lead,,image/jpeg,image,objects/13lead.jpg,"President Gammage, 1933-1959",1933,1933-1959,"Ninth President Grady Gammage 1933-1959 President Grady Gammage with some of his Golden Jublilee Planning Committee members ca. 1934-1935 L-R: James Creasman, student president; Dr. A.J. Matthews, president emeritus; President Grady Gammage; Georgia Holmesley - member of the first class of 1901; Charles A. Stauffer - member of the class of 1901, publisher of the Arizona Republic and past president of the Alumni Association; Alton Riggs - president of Alumni Association; John R. Murdock - Dean of the College. UP UPC ASUP Gammage, Grady Leadership Previous Image Catego ry Index Next Image In 1933, Grady Gammage, then president of Arizona State Teachers College at Flagstaff, became president of Arizona State Teachers College at Tempe, a tenure that lasted nearly 28 years. The Graduate division was created and the first master's program was established 1937. On March 8, 1945, the three state institutions of higher learning came under the authority of one Arizona Board of Regents, which still oversees the universities today. Substantial growth of the college began after the end of World War II. President Gammage anticipated that the G.I. Bill of Rights would flood campuses everywhere with Ninth President Grady Gammage 1933-1959 President Grady Gammage with some of his Golden Jublilee Planning Committee members ca. 1934-1935 L-R: James Creasman, student president; Dr. A.J. Matthews, president emeritus; President Grady Gammage; Georgia Holmesley - member of the first class of 1901; Charles A. Stauffer - member of the class of 1901, publisher of the Arizona Republic and past president of the Alumni Association; Alton Riggs - president of Alumni Association; John R. Murdock - Dean of the College. UP UPC ASUP Gammage, Grady returning veterans. Many of the veterans who had received military training in Arizona decided to stay in the state and vowed to return after the war. The numbers within one year were staggering: in the fall semester of 1945, 553 students were enrolled; over the weekend semester break in January 1946 enrollment increased 110% to 1,163 students. Successive semesters saw continuing increased enrollment. In addition to the enrollment increases, President Gammage oversaw the construction of a number of buildings on the campus and attracted substantial federal funding for construction. His greatest dream of a great auditorium was envisioned with his friend Frank Lloyd Wright, who designed what is now the university's hallmark building, Grady Gammage Memorial Auditorium. Construction of Gammage Auditorium was completed in 1964, five years after Gammage's death. President Gammage's greatest achievement was his commitment and work in guiding Arizona State Teachers College at Tempe through the academic changes and physical growth that justified attainment of university status in 1958.",ASU Library:,/objects/small/13lead_sm.jpg,/objects/thumbs/13lead_th.jpg
13research,,image/jpeg,image,objects/13research.jpg,"Center for Latin American Studies, N.D.",1965,1965,"Center for Latin American Studies Louis A. Tambs, Associate Professor of History, Chairman of Latin American Studies with Research Associate Dr. Russell Fitzgibbon. N.D. Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUB Tambs, Louis A. Academic Freedom - Research The Center for Latin American Studies was established in 1965. The program provides students with understanding of cultures, languages, and public affairs in Latin American nations. For more information about the Center for Latin American Studies, please visit:http://www.asu.edu/clas/latin/ Center for Latin American Studies Louis A. Tambs, Associate Professor of History, Chairman of Latin American Studies with Research Associate Dr. Russell Fitzgibbon. N.D. Photographer: Charles R. Conley Charles Conley Photographs, University Archives ASUB Tambs, Louis A.",ASU Library:,/objects/small/13research_sm.jpg,/objects/thumbs/13research_th.jpg
13stor,,image/jpeg,image,objects/13stor.jpg,"Lamda Phi Sigma, 1925",1925,1925,"Lamda Phi Sigma 131.15 v.13 1925 Sahuaro Yearbook Established for men only in 1925, the first fraternity was organized for students to meet and discuss the problems of interest to them and society at large.",Campus Lives - Student Organizations,/objects/small/13stor_sm.jpg,/objects/thumbs/13stor_th.jpg
14athlet,,image/jpeg,image,objects/14athlet.jpg,"Basketball Recent History, ASU Women's Basketball Media Guide, 1997-98",1997,1997,"Basketball Recent History ASU Women's Basketball Media Guide, 1997-98 pg. 52 34.11.2I W842 Archives",Campus Lives - Athletes,/objects/small/14athlet_sm.jpg,/objects/thumbs/14athlet_th.jpg
14casc,,image/jpeg,image,objects/14casc.jpg,"Homecoming Parade, 1930s",,,Homecoming Parade 1930s Henry E. Heiger Photograph Album CP SPC 117.85,Campus Lives - Campus Scenes,/objects/small/14casc_sm.jpg,/objects/thumbs/14casc_th.jpg
14ccp,,image/jpeg,image,objects/14ccp.jpg,"Rio Salado Unveiled, Insight, 1988",1988,1988,"Rio Salado Unveiled Insight, July-Oct 24, 1988 0.5 AR 47 For more information on the Rio Salado Project, please visit: http://www.ci.phoenix.az.us/NBHDPGMS/rioproj.html","Community, Collaboration and Partnership",/objects/small/14ccp_sm.jpg,/objects/thumbs/14ccp_th.jpg
14land,,image/jpeg,image,objects/14land.jpg,"Old Main and Blome Training School, 1920s",1920,1920s,"Old Main and Blome Training School ca. 1920s UP UPC ASUB C357 1920s #9 Much of the construction of buildings was located near Tyler. This photograph shows Old Main, Blome Training School and the campus steadily increasing in size, surrounded by an abundance of landscape.",Landmarks,/objects/small/14land_sm.jpg,/objects/thumbs/14land_th.jpg
14lead,,image/jpeg,image,objects/14lead.jpg,"President Gammage, 1958",1958,1958,Dr. Grady Gammage atop the Memorial Union announcing the 1958 election returns which changed the name of Arizona State College to Arizona State University. UP UPC ASUG N 35 1958 #99,Leadership,/objects/small/14lead_sm.jpg,/objects/thumbs/14lead_th.jpg
14research,,image/jpeg,image,objects/14research.jpg,"Journal of American Indian Education first issue, June 1961",1961,1961,"Journal of American Indian Education First Issue June, 1961 Vol. 1 No. 1 UE 73.8 V-1-3 Academic Freedom - Research The Center for Indian Education was founded in 1959 as a research and service organization established to promote and provide Native American students with scholarship and sound educational practices. For more information about the Center for Indian Education, please visit:http://coe.asu.edu/cie/ Journal of American Indian Education online: http://jaie.asu.edu/v30/V30S1ame.htm Other Native American programs at ASU: American Indian Institute American Indian Programs at ASU East Journal of American Indian Education First Issue June, 1961 Vol. 1 No. 1 UE 73.8 V-1-3",Academic Freedom - Research,/objects/small/14research_sm.jpg,/objects/thumbs/14research_th.jpg
14stor,,image/jpeg,image,objects/14stor.jpg,"Letterman Club, 1925",1925,1925,Letterman Club 131.15 v.13 1925 Sahuaro Yearbook The Letterman Club was organized in 1923 by men of the Normal School who had won a major letter in a major sport.,Campus Lives - Student Organizations,/objects/small/14stor_sm.jpg,/objects/thumbs/14stor_th.jpg
15stor,,,compound_object,,"Sphinx Club, 1928",1928,1928,"Sphinx Club 131.15 v.16 1928 Sahuaro yearbook Next page of yearbook The Sphinx club was organized in October, 1927, to enable the thirty married women of the college to become better acquainted with each other.",Campus Lives - Student Organizations,/objects/small/15astor_sm.jpg,/objects/thumbs/15astor_th.jpg
15Astor,15stor,image/jpeg,image,objects/15Astor.jpg,"Sphinx Club, 1928",,,,,/objects/small/15astor_sm.jpg,/objects/thumbs/15astor_th.jpg
15Bstor,15stor,image/jpeg,image,objects/15Bstor.jpg,"Sphinx Club, page 2",,,,,/objects/small/15bstor_sm.jpg,/objects/thumbs/15bstor_th.jpg
15accp,,image/jpeg,image,objects/15accp.jpg,"First Fiesta Bowl starring ASU, 1971",1971,1971,"First Fiesta Bowl starring ASU 1971 UP UPC ASUA F663 1971 #4 The Fiesta Bowl was organized by the Arizona Sportsman Foundation as a venue for a game between the champion of the Western Athletic Association (WAA), composed of eight Rocky Mountain universities, and an outside opponent. The bowl game would also boost tourism for Phoenix and the Valley. The first game was December 27, 1971, and pitted Arizona State vs. Florida State. First Fiesta Bowl starring ASU 1971 UP UPC ASUA F663 1971 #4 For more information on the Fiesta Bowl, please visit: http://www.fiesta-bowl.com","Community, Collaboration and Partnership",/objects/small/15accp_sm.jpg,/objects/thumbs/15accp_th.jpg
15acpro,,image/jpeg,image,objects/15acpro.jpg,"Biology class, 1903",1901,1901-1906,"Biology class Department of Science 1903 UP UPC ASUD B54 #1 Academic Freedom - Academic Programs Department of Science ""The aim of the work in this department is not so much the collection of a large store of facts as the thorough training of the student in systematic methods of scientific study and the inculcation of habits of close and accurate observation, orderly thought and logical expression."" (1903-04 Catalog 0.3 1901-1906 v. 16-21) Biology class Department of Science 1903 UP UPC ASUD B54 #1",Academic Freedom - Academic Programs,/objects/small/15acpro_sm.jpg,/objects/thumbs/15acpro_th.jpg
15athlet,,image/jpeg,image,objects/15athlet.jpg,"Normal School Tennis Club, 1907",1907,1907,"Normal School Tennis Club 1907 UP UPC ASUA T462 #2 A tennis club was organized in 1902 for physical exercise and ""to preserve mental and physical balance"" for both men and women. There were four courts that students used at leisure. Tennis was popular in a climate which allowed year-round activity. Normal School Tennis Club 1907 UP UPC ASUA T462 #2",Campus Lives - Athletes,/objects/small/15athlet_sm.jpg,/objects/thumbs/15athlet_th.jpg
15casc,,image/jpeg,image,objects/15casc.jpg,"Students swimming in the Salt River, 1930s",1930,1930s,Students swimming in the Salt River 1930s UP UPC ASUG S882 1930s #13,Campus Lives - Campus Scenes,/objects/small/15casc_sm.jpg,/objects/thumbs/15casc_th.jpg
15ccp,,image/jpeg,image,objects/15ccp.jpg,"Cosanti Foundation, ASU students, 1960s",1960,1960s,"Cosanti Foundation ASU students 1960s Photographer: John Dutson UP UPC ASUD A73 .P36 #17 Students earned credit through ASU while building a structure in a casting technique at Cosanti Foundation. Paolo Soleri, an internationally known architect, developed the technique and led the workshop. He believed architects should experience the act of building. For more information about Arcosanti, please visit:http://www.arcosanti.org/arcosanti/","Community, Collaboration and Partnership",/objects/small/15ccp_sm.jpg,/objects/thumbs/15ccp_th.jpg
15land,,image/jpeg,image,objects/15land.jpg,"Old Quad, 1925",1925,1925,"Old Quad Students, faculty and staff in front of (l. to r.) the Auditorium/Gymnasium, Old Main, and the Science Building. 1925 UP UPC ASUB C357 1920s #42 ""There is a central group comprising the main building, science hall, and auditorium which enclose a quadrangle of greensward, in the center of which is a fountain containing various water plants."" (Tempe Normal School 1913-14 catalog) Old Main was opened in 1894; in 1908 the Science Hall (now the University Club) was dedicated; and the Auditorium/Gymnasium building was opened in 1909 (razed in 1956) to the west of Old Main, completing the historic ""Quadrangle"". Old Main was completed and dedicated on February 4, 1898. The new center of education for the Normal School was equipped with laboratories, a Geography Room, an Assembly Room, a Music Room, a Drawing Room, an Auditorium, a Library, and museum and armory spaces. As each of these buildings was completed, the auditorium and laboratory spaces in Old Main were converted to classrooms and academic office spaces. By 1933 the east half of the main floor of Old Main was converted to a ""recreation hall,"" and Matthews Library was completed. Military Science, ROTC and Aerospace Studies academic offices were located at Old Main as early as 1963, and Telephone Services was established on the first floor ca. 1976. When the Science and Office/Administration building opened in 1908 to accommodate science education, it was amply supplied with up-to-date equipment. Also on the first floor of the 92' x 70' building were the offices of the President and the Board of Education in addition to science rooms, the art department and a museum. The building later was used as the Fine Arts Annex and now is the University Club. The Auditorium/Gymnasium , a two-story brick building 72' by 100', was built in 1909 and completed the ""Quad"". The first floor contained a large gymnasium with hardwood floors and a running track with a gallery for spectators. A second-floor auditorium seated 1000. The latest in equipment was assembled backstage to ease the production of a variety of theatrical performances. The Language and Literature Building was built on this site in 1956. Architect: Thornton Fitzhugh.",ASU Library:,/objects/small/15land_sm.jpg,/objects/thumbs/15land_th.jpg
15lead,,image/jpeg,image,objects/15lead.jpg,"President Richardson, 1959-60",1959,1959,"Tenth President Harold D. Richardson (Acting) 1959-60 At left of photo, presenting ASU Story to former Arizona Congressman John R. Murdock. UP UPC ASUP Richardson, Harold D. On December 24, 1959, the day following President Grady Gammage's death, Harold D. Richardson was named Acting President of the university. He served in that capacity for nine months, after which he resumed his duties as Academic Vice President and Professor of Education. Despite his short tenure, Richardson continued to guide the university along a smooth course of successes and accomplishments, earning the admiration and respect of his colleagues and students.",Leadership,/objects/small/15lead_sm.jpg,/objects/thumbs/15lead_th.jpg
15research,,image/jpeg,image,objects/15research.jpg,"Center for Meteorite Studies, 1966",1966,1966,"Center for Meteorite Studies (1965) 1966 Photographer: D. Neil Koppes ASUP Moore, Carlton Academic Freedom - Research The Center for Meteorite Studies was originally entitled the Nininger Meteorite Laboratory and was established when ASU bought the Nininger Collection in 1959, which included 1,220 samples from 684 meteorite falls, mostly in Arizona. The Center became an important player in space research through the study of extra-terrestrial materials. Center for Meteorite Studies (1965) 1966 Photographer: D. Neil Koppes ASUP Moore, Carlton For more information about the Center for Meteorite Studies, please visit:http://meteorites.asu.edu/ and http://www-glg.la.asu.edu/research/meteorites/meteorites.html",Academic Freedom - Research,/objects/small/15research_sm.jpg,/objects/thumbs/15research_th.jpg
16acpro,,image/jpeg,image,objects/16acpro.jpg,"Math Class, 1900s",1886,1886,"Math Class 1900s UP UPC ASUP Blome Academic Freedom - Academic Programs Math included Arithmetic, Algebra, Geometry and Astronomy. Arithmetic and Algebra were part of the curriculum in 1886. Math Class 1900s UP UPC ASUP Blome",Academic Freedom - Academic Programs,/objects/small/16acpro_sm.jpg,/objects/thumbs/16acpro_th.jpg
16athlet,,image/jpeg,image,objects/16athlet.jpg,"Tennis, The Normal Magazine, 1904",1904,1904,"Tennis The Normal Magazine, pg. 38 1904 131.15 1904 V.0 Archives",Campus Lives - Athletes,/objects/small/16athlet_sm.jpg,/objects/thumbs/16athlet_th.jpg
16casc,,image/jpeg,image,objects/16casc.jpg,"Students celebrating graduation at the Varsity Inn, 1930s",1964,1964,"Students celebrating graduation at the Varsity Inn 1930s UP UPC ASUB V37 #14 Varsity Inn was a student hangout on College Avenue and University Drive for nearly 40 years, from the late 1920s to 1964.",Campus Lives - Campus Scenes,/objects/small/16casc_sm.jpg,/objects/thumbs/16casc_th.jpg
16ccp,,image/jpeg,image,objects/16ccp.jpg,"Engineering for Excellence, 1983",1983,1983,"Engineering for Excellence 1983 Photographer: Charles Conley Charles Conley Photographs, University Archives UP UPC ASUD E43 #36 Engineering for Excellence was coined by leaders of industry, government and education in Arizona who recognized the need to improve competitive advantage in the area of technology. Together, they identified the steps toward progress and devised a 5-year plan of implementation. In 1983, completion of the five story Engineering Research Center was the gauge of success. Engineering for Excellence 1983 Photographer: Charles Conley Charles Conley Photographs, University Archives UP UPC ASUD E43 #36 For more information on Engineering for Excellence, please visit:http://www.eas.asu.edu/","Community, Collaboration and Partnership",/objects/small/16ccp_sm.jpg,/objects/thumbs/16ccp_th.jpg
16land,,image/jpeg,image,objects/16land.jpg,"N Mountain, 1923",1923,1923,"N Mountain toward the north on College Avenue 1923 Photographer: K Photo Service, Inc. UP UPC ASUB C357 1920s #2 The Tempe Normal School class of 1918 was responsible for installing the first letter that measured 36' by 36' on the Butte. It was built from boulders, then whitewashed.",Landmarks,/objects/small/16land_sm.jpg,/objects/thumbs/16land_th.jpg
16lead,,image/jpeg,image,objects/16lead.jpg,"President Durham, 1960-69",1960,1960-1969,"Eleventh President G. Homer Durham 1960-1969 From right to left: G. Homer Durham, Martin Luther King, Jr., Ralph Abernathy, an unidentified participant, Rev. Louis Eaton and Msgr. Robert Donahoe at Goodwin Stadium, Arizona State University. Martin Luther King addressed an audience of eight thousand people on the topic ""Religious Witness for Human Dignity."" June 3, 1964 Monsignor Robert Donahoe Collection MRD #2",Leadership,/objects/small/16lead_sm.jpg,/objects/thumbs/16lead_th.jpg
16research,,image/jpeg,image,objects/16research.jpg,"Center for Asian Studies, 1960s",1966,1966,"Academic Freedom - Research Center for Asian Studies 1960s Occasional Paper No. 1 62.6 V-1-5 The Center for Asian Studies was established in 1966 to encourage and organize student, faculty and community study of Asian cultures. For more information about the Center for Asian Studies, please visit: http://www.asu.edu/clas/asian/cas.html",Academic Freedom - Research,/objects/small/16research_sm.jpg,/objects/thumbs/16research_th.jpg
16stor,,image/jpeg,image,objects/16stor.jpg,"Women's Athletic Association, 1930s",1931,1931,"Women's Athletic Association (WAA) he WAA was organized in 1931 to sponsor athletic and social events. It was open to any woman who played on intramural or varsity teams. The sports included volleyball, hockey, basketball, track, tennis, golf, archery, baseball, badminton, swimming, dancing, hiking,and camping. Women's Athletic Association (WAA) 1930s Scrapbook 1962/63 Acc. #93-1031",Campus Lives - Student Organizations,/objects/small/16stor_sm.jpg,/objects/thumbs/16stor_th.jpg
17aacpro,,image/jpeg,image,objects/17Aacpro.jpg,"Department of Sloyd and Manual Training, 1906-07, part 1",1901,1901-1907,Academic Freedom - Academic Programs Enlarge or Print part 1 of this Image (Requires Acrobat Reader ) Department of Sloyd and Manual Training 1906-07 catalog 0.3 1901-1907 v.16-21 Enlarge or Print part 2 of this Image,Academic Freedom - Academic Programs,/objects/small/17aacpro_sm.jpg,/objects/thumbs/17aacpro_th.jpg
17athlet,,image/jpeg,image,objects/17athlet.jpg,"Normal Men's Tennis Team, El Escudo, 1914",1914,1914,"Men's tennis was organized in 1904 to compete with local schools and in 1910 the Normal School won the Interscholastic Tennis Cup. For more information on Men's Tennis, please visit: http://thesundevils.fansonly.com/sports/m-tennis/asu-m-tennis-body.html Normal Men's Tennis Team El Escudo, pg. 106 1914 131.14 1914 V.4 Archives Normal Men's Tennis El Escudo, pg. 107 1914 131.14 1914 V.4 Archives",Campus Lives - Athletes,/objects/small/17athlet_sm.jpg,/objects/thumbs/17athlet_th.jpg
17casc,,image/jpeg,image,objects/17casc.jpg,"Hazing, ca. 1937",1937,1937,Hazing 1937-38 ca. 1937 UP UPC ASUD F72 #1/neg,Campus Lives - Campus Scenes,/objects/small/17casc_sm.jpg,/objects/thumbs/17casc_th.jpg
17ccp,,image/jpeg,image,objects/17ccp.jpg,"ASU Research Park, 1998",1998,1998,"ASU Research Park 1998 Photographer: Tim Trumble Courtesy of Media Relations ASU Research Park, on 323 acres in southwest Tempe, was built to attract research and development firms that would conduct joint research with university departments, to interact with students, to consult with faculty and to provide employment. For more information on ASU Research Park, please visit:http://researchpark.asu.edu/ ASU Research Park 1998 Photographer: Tim Trumble Courtesy of Media Relations","Community, Collaboration and Partnership",/objects/small/17ccp_sm.jpg,/objects/thumbs/17ccp_th.jpg
17land,,image/jpeg,image,objects/17land.jpg,"Industrial Arts Building, 1925",1925,1925,"The Industrial Arts building, completed in 1914, is symbolic of the Tempe school expansion beyond the Normal School boundaries. The three story, 130' x 135' structure housed the Department of Manual Training, a program long anticipated by the Tempe citizens. It is now the Anthropology Building. Industrial Arts Building Sheet 1-Neg 28A-29 Ballard Scrapbook 1925 ACC #93-1077",Landmarks,/objects/small/17land_sm.jpg,/objects/thumbs/17land_th.jpg
17lead,,image/jpeg,image,objects/17lead.jpg,"President Newburn, 1969-1971",1969,1969-1971,"Twelfth President Harry K. Newburn (Acting) 1969-1971 presenting Alumni Appreciation Award to Mrs. Kathryn K. Gammage. UP UPC ASUP Newburn, Harry K. Harry K. Newburn's administration provided a receptive atmosphere for those with varying degrees of opinions, attitudes and differences in regards to issues of academic freedom and student unrest. He ushered in a new sense of pride in the university's football team, which represented Arizona in the 1971 Peach Bowl in Atlanta, Georgia. Newburn believed that both academic and athletic achievements had a place at the university and strengthened the ties of understanding and friendship between the university and the people of Arizona.",Leadership,/objects/small/17lead_sm.jpg,/objects/thumbs/17lead_th.jpg
